"category","id","id2","code","display_name","race_lock","skill_type","pup_id","aura","partset","model"
"SuperSkills","220","220","FPA","Fighting Pose A (Ginyu)","0xff","0x3","0xf","0xffff","65535","0xffff"
"SuperSkills","221","221","HSS","Holstein Shock","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","222","222","MKC","Milky Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","223","223","FPF","Fighting Pose B (Ginyu)","0xff","0x3","0x10","0xffff","65535","0xffff"
"SuperSkills","224","224","GSF","Ginyu Force Special Combo","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","225","225","HSC","Holstein Shock","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","226","226","GNYK","Milky Dance (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","230","230","MKM","Emperor's Sign","0xff","0x4","0x11","0xffff","65535","0xffff"
"SuperSkills","231","231","BAX","Sonic Bomb","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","232","232","FRZK","Sonic Bomb (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","240","240","DBM","Death Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","241","241","ESP","Death Psycho Bomb","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","242","242","DWV","Death Slash","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","243","243","DTC","Death Crasher","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","244","244","DSC","Death Slicer","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","245","245","ESA","Death Psycho Bomb","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","246","246","DRZ","Death Wave","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","247","247","CRZ","Crazy Finger Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","248","248","EST","","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","260","260","BSC","Burning Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","261","261","GCP","God Breaker","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","262","262","SCB","Change The Future","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","264","264","SW2","Shining Slash","0x63","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","265","265","SW3","Burning Slash","0x63","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","266","266","SWP","Shining Slash","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","267","267","SWC","Burning Slash","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","270","270","FBS","Finish Buster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","271","271","WBS","Double Buster","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","272","272","FCN","Final Cannon","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","280","280","171","Side Bridge","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","281","281","172","Freedom Kick","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","282","282","173","Smile Charge","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","283","283","17C","Smile Charge","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","284","284","G17K","Side Bridge (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","290","290","FLB","Flash Bomber","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","291","291","DRF","Drain Field","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","292","292","RMS","Thunder Eraser","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","293","293","ABN","Drain Charge","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","294","294","ABS","Super Drain","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","295","295","ABH","Hyper Drain","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","300","300","PWB","Power Blitz","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","301","301","IFB","Endless Shoot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","302","302","18K","Deadly Dance","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","303","303","G18K","Deadly Dance (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","310","310","CL31","All Clear","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","311","311","CL32","Gravity Impact","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","312","312","CL33","Perfect Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","313","313","CL3K","Perfect Attack (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","330","330","PRV","Taunt","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","340","340","VDR","Justice Rush","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","341","341","EGK","Eagle Kick","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","342","342","VDC","Hawk Charge","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","350","350","BUL1","Innocence Bullet","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","351","351","BUL2","Innocence Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","352","352","BUL3","Angry Hit","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","353","353","BUL4","Zigzag Express","0x10","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","354","354","BUL5","Explosive Buu Buu Punch","0x90","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","355","355","GGG","Go-Go Gum","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","356","356","BULK","Innocence Bullet (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","360","360","ILF","Ill Flash","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","361","361","ILB","Ill Bomber","0x90","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","362","362","ILR","Ill Rain","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","370","370","BKM","Majin Kamehameha","0x90","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","371","371","VSB","Vanishing Ball","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","372","372","SLP","Quick Sleep","0x90","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","373","373","PFL","Pearl Flash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","380","380","RSS","DIE DIE Missile Barrage","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","381","381","GLD","Galactic Donuts","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","382","382","SGK","Super Ghost Kamikaze Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","383","383","DNT","Super Donut Volley","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","384","384","GTXK","Victory Cannon (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","390","390","BBA","Big Bang Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","391","391","ATK","Pressure Sign","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","392","392","IMN","Split Finger Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","400","400","ERC","Blaster Shell","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","401","401","ERB","Gigantic Omega","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","402","402","GTO","Gigantic Slam","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","403","403","GTC","Gigantic Slam","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","404","404","BRLK","Gigantic Omega (Festival)","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","410","410","IKR","God of Destruction's Anger","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","411","411","RSH","God of Destruction's Rampage","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","412","412","GRN","God of Destruction's Wrath","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","420","420","FSH","Feint Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","421","421","SBK","Prepare to be Punished","0xff","0x3","0x12","0xffff","65535","0xffff"
"SuperSkills","422","422","DNC","Dancing Parapara","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","423","423","PANK","Feint Shot (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","440","440","OB0","Great Ape Beam","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","441","441","ING","Boulder Toss","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","442","442","KKS","Boulder Break","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","443","443","SCG","Brainwash Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","444","444","SAR","Peeler Storm","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","460","460","OST","","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","480","480","IBM","Freezing Beam","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","481","481","IBM","Freezing Beam","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","482","482","ICL","Ice Claw","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","483","483","ICL","Ice Claw","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","484","484","IFW","Ice Field","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","485","485","IFW","Ice Field","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","490","490","BAT","Burst Attack","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","491","491","BAT","Burst Attack","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","492","492","BRE","Burst Reflection","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","493","493","BRE","Burst Reflection","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","494","494","FSN","Fighting Sun","0x0","0x3","0x13","0xffff","65535","0xffff"
"SuperSkills","495","495","FSN","Fighting Sun","0xff","0x3","0x14","0xffff","65535","0xffff"
"SuperSkills","500","500","BSM","Dragon Flash Bullet","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","501","501","SPK","Whirlwind Blade","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","502","502","DRT","Dragon Thunder","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","510","510","BBK","Big Bang Kamehameha","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","511","511","BRK","Bluff Kamehameha","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","520","520","DMK","Dynamite Kick","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","521","521","RSP","Rolling Hercule Punch","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","522","522","PRE","Present For You","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","523","523","STNK","Present For You (Festival)","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","524","524","PRR","Present For You","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","530","530","TOS","Time Shackles","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","531","531","ARW","Seasoning Arrow","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","532","532","DNM","Darkness Mixer","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","533","533","BDS","Bloody Sauce","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","534","534","RSW","Rage Saucer","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","535","535","TOR","Time Shackles","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","536","536","ARR","Seasoning Arrow","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","537","537","RSR","Rage Saucer","0xff","0x9","0xffff","0xffff","65535","0xffff"
"SuperSkills","538","538","DNR","Darkness Mixer","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","539","539","BDR","Bloody Sauce","0xff","0xa","0xffff","0xffff","65535","0xffff"
"SuperSkills","540","540","ENC","Energy Cannon","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","541","541","BBL","Boiling Ball","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","542","542","TRK","Tricky Strike","0x0","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","543","543","BK5","Marbling Drop","0xff","0xa","0xffff","0xffff","65535","0xffff"
"SuperSkills","544","544","ARK","Peeler Storm","0xff","0xa","0xffff","0xffff","65535","0xffff"
"SuperSkills","545","545","BWP","Brainwash Attack","0xff","0xa","0xffff","0xffff","65535","0xffff"
"SuperSkills","590","590","ENS","Energy Shot","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","591","591","KTN","Energy Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","592","592","KTS","Full Power Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","593","593","KTH","Maximum Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","594","594","FTB","Meteor Blow","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","595","595","TTK","Meteor Strike","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","596","596","ORA","Meteor Crash","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","597","597","RPL","Energy Wave Combo","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","598","598","KTU","Ultimate Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","599","599","KTB","Burst Charge","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","600","600","BMR","Beam Rifle","0x0","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","620","620","GKS","Galick Beam Cannon","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","621","621","IFE","Infinity Explosion","0xff","0x1","0xffff","0xffff","65535","0xffff"
"SuperSkills","622","622","ADK","Android Kick","0xff","0x0","0xffff","0xffff","65535","0xffff"
"SuperSkills","623","623","GEN","Phantom Fist","0xff","0x4","0x26f","0xffff","65535","0xffff"
"SuperSkills","630","630","PSS","Position Shift","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","631","631","TMB","Time Bullet","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","632","632","KNK","Energy Release","0x0","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","633","633","PSA","Position Shift","0xff","0x4","0xffff","0xffff","65535","0xffff"
"SuperSkills","634","634","TMT","Time Bullet","0x0","0x4","0xffff","0xffff","65535","0xffff"
